name,address,province,city,area,telephone,tag
广东省青少年体育舞蹈协会,广东省广州市越秀区东堤二马路19号得堡(东堤)写字楼3层,广东省,广州市,越秀区,,运动健身;健身中心
Tictok Dance Studio(太古汇旗舰店),广东省广州市天河区天河东路155号,广东省,广州市,天河区,,运动健身;其他
雅朵舞蹈,广东省广州市花都区茶碑路3号201铺,广东省,广州市,花都区,13316012298,运动健身;其他
转折舞蹈(黄埔区东区分校),荔联街道东联路49号新好万联商场3楼转折舞蹈国际连锁,广东省,广州市,黄埔区,,教育培训;培训机构
此刻芭蕾(越秀公园店),广东省广州市越秀区解放北路899号锦洲国际商务中心508-6号,广东省,广州市,越秀区,15918874225,运动健身;其他
Lonely Dancer Studio,广东省广州市海珠区广州大道南448号财智大厦2713室（近客村地铁B出口）,广东省,广州市,海珠区,13060994615,运动健身;其他
TOP运动生活(舞蹈瑜伽健身),广东省广州市白云区南悦花苑西二街105-109,广东省,广州市,白云区,,运动健身
多朵舞蹈(钟兴分店),广州市白云区钟落潭共和西街钟落潭钟兴小区,广东省,广州市,白云区,,运动健身;其他
启程芭蕾,广东省广州市越秀区广州大道中289号印报楼421号,广东省,广州市,越秀区,,教育培训;培训机构
星泓体育舞蹈俱乐部,广州市番禺区裕丰新村四街裕丰实验幼儿园南侧约30米,广东省,广州市,番禺区,13929517052,运动健身;其他
夏宇阳光舞蹈俱乐部(体育中心店),广州市天河区广利路75号东洲大厦B座2602号,广东省,广州市,天河区,,运动健身;其他
新塘镇体育舞蹈协会,广东省广州市增城区新塘大道中16号职大教育2楼208室,广东省,广州市,增城区,,运动健身;其他
FIT云舞蹈线下Plus会员店,广州市天河区元岗路78号智汇PARK二期D区305房,广东省,广州市,天河区,13822232927,运动健身;其他
乐芭蕾(丽江校区),广东省广州市番禺区沿沙东路鑫三鼎商务中心B栋(荔江酒店二楼),广东省,广州市,番禺区,13570429294,运动健身;其他
艺洋芭蕾艺术中心,广东省广州市海珠区天鹅街天鹅湾b20室（天鹅湾西门）,广东省,广州市,海珠区,13660008262,运动健身;其他
舞魅色舞蹈,广州市黄埔区东联路49号好万年商场三楼,广东省,广州市,黄埔区,,运动健身;其他
魅动舞蹈,广东省广州市南沙区进港大道80号敏捷君御国际1楼11号,广东省,广州市,南沙区,,运动健身;其他
唯舞空间(太古汇店),广东省广州市天河区天河东路153号石牌桥富海大厦四楼D08,广东省,广州市,天河区,"18023477673,18811848576",运动健身;其他
舞之家舞蹈用品,广东省广州市番禺区大南路七巷3号,广东省,广州市,番禺区,,运动健身;其他
DANCE UP STUDIO,广东省广州市海珠区艺苑南路13号大院8栋203号,广东省,广州市,海珠区,"15915852607,16620315608",运动健身;其他
VIVA舞蹈工作室,体育东路33号天盛大厦南梯21层(正佳购物广场天河城太古汇),广东省,广州市,天河区,18819348989,丽人;美体
菲士舞蹈厦滘直营店,广东省广州市番禺区南华二街12号,广东省,广州市,番禺区,,运动健身;其他
L·STUDIO,广州市海珠区艺苑南路13号8栋201-2(202),广东省,广州市,海珠区,,运动健身;其他
广州南方学院-舞蹈排练室,广州市从化区广州南方学院,广东省,广州市,从化区,,运动健身;其他
奥思坦汀国际舞蹈俱乐部,广东省广州市番禺区洛溪南浦凹凸凹创意园c座,广东省,广州市,番禺区,,运动健身;其他
广州慧影艺术,广东省广州市番禺区长华创意谷园区2栋13号,广东省,广州市,番禺区,13416466220,运动健身;健身中心
狮舞欢腾,广东省广州市花都区凤凰北路78号融创文旅城广州融创文旅城,广东省,广州市,花都区,,运动健身;其他
花城汇游泳健身瑜伽舞蹈俱乐部,广州市天河区珠江东路广州银行大厦西门南侧约60米,广东省,广州市,天河区,,丽人;美体
高校体育舞蹈俱乐部,广州市番禺区体育场6号门,广东省,广州市,番禺区,,运动健身;其他
白选馆空舞俱乐部,广东省广州市白云区祥元路46号青创Village创意园A6栋101,广东省,广州市,白云区,13826289857,运动健身;其他
新塘镇舞蹈协会,广东省广州市增城区新塘大道6号职大教育二楼208室,广东省,广州市,增城区,,运动健身;其他
潮汐瑜伽舞蹈,广东省广州市白云区人和镇集英街287-、289号,广东省,广州市,白云区,,丽人;美体
向日葵芭蕾,广东省广州市黄埔区镇东路保利中誉广场附楼3楼整层(地铁5号线大沙东站D出口50米),广东省,广州市,黄埔区,"(020)82558227,18620918672",运动健身;其他
中国舞,育蕾二街18号二楼,广东省,广州市,天河区,,运动健身;其他
深舞形体民族舞蹈工作室(珠江新城店),广东省广州市天河区华夏路16号富力盈凯广场12楼1201室（珠江新城地铁站上）,广东省,广州市,天河区,"13724289622,17727435912",教育培训;培训机构
丫跳跳舞蹈(罗冲围店),广东省广州市白云区松南路1号汇锦新天地A栋203室（近罗冲围客运站）,广东省,广州市,白云区,"15013179707,15013230712",教育培训;培训机构
JS舞蹈(新市店),广东省广州市白云区新市南街18号,广东省,广州市,白云区,"15913177432,17728180679",教育培训;培训机构
舞缘六社街舞培训中心(新市天地店),广东省广州市白云区新市南街45号新市天地F1,广东省,广州市,白云区,,教育培训;培训机构
灵子舞蹈培训学校(中华总部),广东省广州市增城区解放北路173号,广东省,广州市,增城区,13580329617,教育培训;培训机构
天幕舞蹈,广东省广州市海珠区南洲北路胜汇里G区二楼,广东省,广州市,海珠区,(020)83721911,教育培训;培训机构
水灵子舞蹈(萝岗校区),广东省广州市黄埔区荔红路69号二楼201室,广东省,广州市,黄埔区,18816803553,教育培训;培训机构
广州市增城蒲公英舞蹈中心,广东省广州市增城区荔星大道253-255号,广东省,广州市,增城区,13710962208,教育培训;培训机构
白羽舞蹈概念体验工作室,广东省广州市海珠区新港中路354号珠影大院珠影蓝谷半325号,广东省,广州市,海珠区,"18664699797,18665607039",教育培训;培训机构
智慧少年宫·美术·语言艺术·舞蹈(花都宫),广东省广州市花都区新华路42号3楼,广东省,广州市,花都区,,教育培训;培训机构
林峰国际标准拉丁舞蹈培训中心(万菱汇店),广东省广州市天河区天河南二路宏发大厦5楼A区508室（万菱汇附近）,广东省,广州市,天河区,13560338399,教育培训;培训机构
雯思启舞舞蹈艺术中心 中国舞(总校),广东省广州市番禺区兴南大道421号南村壹号健康产业园203室,广东省,广州市,番禺区,19925858205,教育培训;培训机构
国际JS舞蹈连锁(新塘分校),广东广州市增城区广深大道中133号3楼,广东省,广州市,增城区,18102551062,教育培训;培训机构
月亮城教育培训中心(东路店),广东省广州市白云区黄石东路124号,广东省,广州市,白云区,(020)86294163,教育培训;培训机构
爱美舞蹈M & A DANCE,广东省广州市海珠区滨江中路296号自编2号三楼302室,广东省,广州市,海珠区,(020)83528808,教育培训;培训机构
唯舞空间(昌岗店),广州市海珠区昌岗中路166-3富盈国际大厦十四楼,广东省,广州市,海珠区,"18922117234,18926228616",教育培训;培训机构
舞时尚Fashion Dance(天河店),广东省广州市天河区林和街21号中怡城市花园3楼,广东省,广州市,天河区,,教育培训;培训机构
翼之舞专业舞蹈,广东省广州市从化区从城大道南461-467号,广东省,广州市,从化区,"17520040466,18680255420",教育培训;培训机构
PBF城市街舞机构,广东省广州市番禺区光明北路光明大厦pbf,广东省,广州市,番禺区,,教育培训;培训机构
八月流行舞研修中心(嘉禾旗舰店),广东省广州市白云区大马路38号长旺大厦1楼,广东省,广州市,白云区,18814096305,教育培训;培训机构
翊星舞蹈,广州市增城区富鹏路荔丰楼,广东省,广州市,增城区,13060669997,教育培训;培训机构
翎舞舞蹈,广东省广州市增城区荔城大道147号,广东省,广州市,增城区,18027271276,教育培训;培训机构
婧婧芭蕾王国(增城泰富广场店),广东省广州市增城区西城路23号泰富广场1栋,广东省,广州市,增城区,,教育培训;培训机构
芭蕾舞雕塑,广州市增城区府佑路与荔乡路交叉口西侧增城广场,广东省,广州市,增城区,,教育培训;培训机构
