name,address,province,city,area,telephone,tag
JS流行舞研修中心(井岸旗舰店),广东省珠海市斗门区人民路18号南天百货四楼,广东省,珠海市,斗门区,13286000985,教育培训;培训机构
M33 Dance Studio舞蹈普拉提艺术空间,珠海市香洲区前山路191号(财富世家277号铺1号岗出入口，暨南大学西南门斜对面),广东省,珠海市,香洲区,13726226330,教育培训;培训机构
集美女子塑形健身舞蹈学院,广东省珠海市金湾区金湾华发国际商务中心D区C2004,广东省,珠海市,金湾区,13316665082,教育培训;培训机构
金梦园舞蹈艺术培训中心,广东省珠海市金湾区三灶镇中心村春园路三巷5号首层,广东省,珠海市,金湾区,,教育培训;培训机构
多元艺术钢琴舞蹈教育,珠海市香洲区春晖路春晖市场,广东省,珠海市,香洲区,13322872017,教育培训;培训机构
洋艺舞蹈,珠海市金湾区北河二路易发大厦,广东省,珠海市,金湾区,,教育培训;培训机构
蕾韵舞蹈艺术中心(万科城店),广东省珠海市香洲区云峰路188号万科城商业街（靠云峰小学）,广东省,珠海市,香洲区,15018306090,教育培训;培训机构
培美舞蹈,广东省珠海市斗门区江湾四路44号210室,广东省,珠海市,斗门区,13138105096,教育培训;培训机构
舞蹈培训,珠海市香洲区银海路唐家人才公寓,广东省,珠海市,香洲区,,教育培训;培训机构
启雅舞蹈,珠海市香洲区南湾北路V12文化创意产业园5厂房第2层,广东省,珠海市,香洲区,13510536141,教育培训;培训机构
弥斯舞蹈艺术培训,广东省珠海市香洲区九洲大道西1059号,广东省,珠海市,香洲区,13823059755,教育培训;培训机构
微笑天使芭蕾舞蹈,广东省珠海市香洲区吉大石花西路203号2单元4楼431室,广东省,珠海市,香洲区,13928075850,教育培训;培训机构
芯舞艺舞蹈,广东省珠海市香洲区安富街广富市场二楼3a号,广东省,珠海市,香洲区,13823032029,教育培训;培训机构
唱歌跳舞开课啦,珠海市香洲区香溪路吉宁山庄,广东省,珠海市,香洲区,13016382293,教育培训;培训机构
范范舞蹈艺术培训中心,广东省珠海市香洲区凤凰北路1015号丹田广场4楼08室,广东省,珠海市,香洲区,13326699368,教育培训;培训机构
小公主舞蹈艺术中心(夏湾店),广东省珠海市香洲区港昌路119号中铁大厦1楼,广东省,珠海市,香洲区,13631264056,教育培训;培训机构
K.LDANCE自助舞蹈室,广东省珠海市香洲区左右创意园2栋1楼35-2号商铺,广东省,珠海市,香洲区,17507561324,教育培训;培训机构
红河谷舞蹈艺术中心,广东省珠海市香洲区九洲大道中1038号1楼,广东省,珠海市,香洲区,15818962258,教育培训;培训机构
小白桦舞蹈,广东省珠海市香洲区兴业路97号3楼,广东省,珠海市,香洲区,,
王雪明星舞蹈艺术中心(夏湾校区),广东省珠海市香洲区夏湾路199号朝阳花园2楼,广东省,珠海市,香洲区,13825647722,教育培训;培训机构
街舞培训,广东省珠海市香洲区南厦商业步行街144号,广东省,珠海市,香洲区,,教育培训;培训机构
思傲舞蹈,广东省珠海市斗门区白藤二路112号康裕花园2栋27号,广东省,珠海市,斗门区,"(0756)6983301,18675610175",教育培训;培训机构
JS舞蹈培训,兴门路南门中央广场二楼,广东省,珠海市,斗门区,15155898333,教育培训;培训机构
新能量街舞培训基地,广东省珠海市斗门区里维埃拉商业街二楼206号,广东省,珠海市,斗门区,18218338605,教育培训;培训机构
微舞生活空间·街舞·模特·声乐·影视表演,广东省珠海市香洲区迎宾南路1144号,广东省,珠海市,香洲区,,教育培训
C X·创星舞蹈(米兰百货广场店),珠海市香洲区迎宾南路1099号米兰百货广场二楼B015室,广东省,珠海市,香洲区,13113431343,教育培训;培训机构
TZ舞蹈(金鼎分校),广东省珠海市香洲区上栅南街58号2楼,广东省,珠海市,香洲区,13226027236,教育培训;培训机构
牧歌舞蹈艺术中心,广东省珠海市金湾区博萃街航空新城3-18号,广东省,珠海市,金湾区,"13631293099,16626232406",教育培训;培训机构
魏鑫艺术艺茜舞蹈培训中心(平沙店),珠海市金湾区美平二街时代港,广东省,珠海市,金湾区,18138687220,教育培训;培训机构
舞蹈培训公司,珠海市香洲区关闸北街金域酒店东南侧,广东省,珠海市,香洲区,,教育培训;培训机构
超颖舞蹈艺术中心,广东省珠海市斗门区14巷1号,广东省,珠海市,斗门区,13425039872,教育培训;培训机构
艺哚舞蹈,珠海市香洲区教育路珠海市香洲区造贝学校西北侧约40米,广东省,珠海市,香洲区,15818998051,教育培训;培训机构
艺特皇家教育城(春晖校区),广东省珠海市香洲区春晖路105号3楼,广东省,珠海市,香洲区,,教育培训;培训机构
佳音艺术培训中心,广东省珠海市金湾区美平二街时代港1楼147号,广东省,珠海市,金湾区,15323612597,教育培训;培训机构
N2扭兔街舞工作室,广东省珠海市香洲区梅界路珠海奥园商业广场SY4-2105,广东省,珠海市,香洲区,,教育培训;培训机构
