name,address,province,city,area,telephone,tag
斯玛特儿童美术中心(珠海高新校区),广东省珠海市香洲区情侣北路滨海商业街12栋104号,广东省,珠海市,香洲区,(0756)3312520,教育培训;培训机构
风竹美术-永益楼,珠海市香洲区白石路风竹美术,广东省,珠海市,香洲区,,教育培训;培训机构
前山市民艺术中心,广东省珠海市香洲区逸仙路324号,广东省,珠海市,香洲区,(0756)8603171,教育培训;培训机构
仓晟美术教育,珠海市香洲区兰埔路兰桂综合楼,广东省,珠海市,香洲区,,教育培训;培训机构
金湾区云天美术馆,广东省珠海市金湾区大雅路112~113号101铺,广东省,珠海市,金湾区,15015970118,旅游景点;其他
大榕树美术教育,广东省珠海市香洲区天邦大厦4楼404,广东省,珠海市,香洲区,,教育培训;培训机构
金海岸文化艺术中心-美术馆,广东省珠海市金湾区三灶金岛路69号金海岸文化艺术中心,广东省,珠海市,金湾区,,文化传媒
大千画世界美术训练营,人民西路833号7019,广东省,珠海市,香洲区,13928095125,教育培训;培训机构
高地美术,广东省珠海市金湾区三灶镇虹阳路183号,广东省,珠海市,金湾区,18928092768,教育培训;培训机构
绘屿美术工作室,广东省珠海市香洲区唐家湾镇前环路16号,广东省,珠海市,香洲区,15018866897,教育培训;培训机构
左印国际美术教育(珠海校区),广东省珠海市香洲区春晖路105号春晖市场三楼306,广东省,珠海市,香洲区,13075656920,教育培训;培训机构
珠海特区画院美术馆,广东省珠海市香洲区九洲大道东1115号,广东省,珠海市,香洲区,(0756)3291732,旅游景点;其他
珠海市工艺美术学会,珠海市斗门区同福路鸿福楼东北侧,广东省,珠海市,斗门区,,政府机构;社会团体
成功画室美术教育总部校区,广东省珠海市香洲区心华路147号广富市场3楼,广东省,珠海市,香洲区,"13726240881,15217859122",教育培训;培训机构
心境美术教育,"珠海市香洲区香溪路80号207,柠溪青竹花园",广东省,珠海市,香洲区,18578203639,教育培训;培训机构
风竹美术-北门,广东省珠海市香洲区兰埔花园北门(兰埔路南),广东省,珠海市,香洲区,,出入口;门
卡乐印象美术培训中心,广东省珠海市金湾区永泰路蓝精灵母婴店2楼,广东省,珠海市,金湾区,13229889698,教育培训;培训机构
北艺画院,广东省珠海市香洲区心华路194号,广东省,珠海市,香洲区,(0756)2638350,教育培训;培训机构
泰锋美术馆,广东省珠海市香洲区明珠南路2021号,广东省,珠海市,香洲区,(0756)8289555,旅游景点;其他
美术培训,珠海市香洲区鸿鹄街与翠前北二街交叉路口往东北约200米(金鸿·利嘉阁),广东省,珠海市,香洲区,,教育培训;培训机构
糖仁美术,珠海市香洲区港湾大道华盛豪园西北侧约70米,广东省,珠海市,香洲区,13536588821,教育培训;培训机构
精彩画艺美术馆,广东省珠海市香洲区海燕路5号鑫北花园商铺3层,广东省,珠海市,香洲区,15818977588,教育培训;培训机构
香山美术馆,广东省珠海市香洲区翠湖高尔夫球会,广东省,珠海市,香洲区,,旅游景点;其他
中国美术学院美术考级教学点,珠海市香洲区康泰街宝地康泰花园-A区,广东省,珠海市,香洲区,15089160135,教育培训;培训机构
学艺社培训中心,广东省珠海市香洲区东门大街1号2楼,广东省,珠海市,香洲区,,教育培训;培训机构
赏心堂美术馆,广东省珠海市香洲区九洲大道中2172号荔苑5栋1层,广东省,珠海市,香洲区,,旅游景点;其他
绘艺美术馆,广东省珠海市金湾区文华路295号,广东省,珠海市,金湾区,,教育培训;培训机构
吉林大学珠海学院-美术与设计学院,紫荆路与丹桂路交叉口东南约80米,广东省,珠海市,金湾区,,教育培训;培训机构
风竹美术停车场-出入口,广东省珠海市香洲区兰埔路69号附近,广东省,珠海市,香洲区,,出入口;停车场出入口
大香山美术馆-东门,珠海市香洲区翠景路110号附近,广东省,珠海市,香洲区,,出入口;门
赏心堂美术馆-东南门,珠海市香洲区龙兴街7单元附近,广东省,珠海市,香洲区,,出入口;门
珠海市斗门区美术书法协会,珠海市斗门区港霞西路49号,广东省,珠海市,斗门区,,政府机构;社会团体
古元美术馆,13路;16路;17A路;17路;B5路;勤业专线01,广东省,珠海市,香洲区,,交通设施;公交车站
珠海市高昂工艺美术品有限公司,广东省珠海市香洲区景园路5号高昂商务中心5楼508b,广东省,珠海市,香洲区,,公司企业
贝思艺术培训中心,广东省珠海市香洲区北山路22号铺（华发商都对面）,广东省,珠海市,香洲区,(0756)8301038,教育培训;培训机构
叶子画室,广东省珠海市金湾区金铭东路248号,广东省,珠海市,金湾区,15992680066,教育培训;培训机构
朵朵韵美术馆,广东省珠海市斗门区商业街锦绣荣城5区13栋115号,广东省,珠海市,斗门区,,旅游景点;其他
北京师范大学未来设计学院美术馆,珠海市香洲区会下线北京师范大学(珠海校区),广东省,珠海市,香洲区,,旅游景点;其他
双龙山艺术区美术馆,广东省珠海市香洲区旅游路2086号,广东省,珠海市,香洲区,,旅游景点;其他
卡乐优教,南翔路218号正光苑04号铺,广东省,珠海市,金湾区,(0756)7239109,生活服务;其他
美术照相馆,广东省珠海市斗门区工业大道117号,广东省,珠海市,斗门区,13318979713,生活服务;照相馆
中建三局美术馆项目管理部,广东省珠海市香洲区童心路18号1幢,广东省,珠海市,香洲区,,政府机构;行政单位
风竹美术-停车场,珠海市香洲区兰埔路金域廊院南侧约50米,广东省,珠海市,香洲区,,交通设施;停车场
