name,address,province,city,area,telephone,tag
南湖美术馆,广东省广州市白云区南湖中路8号,广东省,广州市,白云区,,旅游景点;其他
杜尚美术,广东省广州市番禺区大龙街道金海岸大道10号叮叮学府5楼,广东省,广州市,番禺区,,教育培训;培训机构
小象美术,广东省广州市南沙区丰泽东路31号,广东省,广州市,南沙区,,教育培训;培训机构
雅熙美术,广东广州市花都区天贵北路感恩苑10号铺,广东省,广州市,花都区,13538769683,教育培训;培训机构
广州美术学院教学楼-A栋,广东省广州市番禺区大学城外环西路广州美术学院(大学城校区),广东省,广州市,番禺区,,房地产;内部楼栋
广东工艺美术产业园,广东省广州市海珠区新港东路2519号,广东省,广州市,海珠区,,公司企业;园区
广州美术学院-报告厅,广东省广州市番禺区大学城外环西路广州美术学院(大学城校区),广东省,广州市,番禺区,,文化传媒;其他
广州美术学院教学楼-J栋,广州市番禺区大学城外环西路168号广州美术学院,广东省,广州市,番禺区,,房地产;内部楼栋
广州市艺术中学,广东省广州市越秀区东风东路580号,广东省,广州市,越秀区,(020)83825151,教育培训;中学
思艺美术,广东广州市番禺区大龙街13号,广东省,广州市,番禺区,,教育培训;培训机构
葵心美术,广东省广州市黄埔区一纵路120号商铺,广东省,广州市,黄埔区,13416136963,教育培训;培训机构
层林美术,叠景路和丰大厦502室,广东省,广州市,海珠区,18122347801,教育培训;培训机构
星绘美术,白云区105国道解放庄桐喜酒店三楼305号,广东省,广州市,白云区,15902073170,教育培训;培训机构
画语美术,广东省广州市南沙区富佳南街11号富佳花园3号楼3号铺,广东省,广州市,南沙区,18100209376,教育培训;培训机构
康嵻美术,广东省广州市白云区汇桥二街32,广东省,广州市,白云区,,教育培训;培训机构
爱特美术,广州市白云区良田大中街仁和里(仁和街)东侧约80米,广东省,广州市,白云区,,教育培训;培训机构
向上美术,广东省广州市南沙区珠江街珠江东二路行人街2号,广东省,广州市,南沙区,13044218262,教育培训;培训机构
东壹美术,广东省广州市花都区新华街道新华镇宝华路36号心心大厦,广东省,广州市,花都区,18594088448,教育培训;培训机构
东派美术,广州市番禺区涌口街雅居乐剑桥汇,广东省,广州市,番禺区,13503070183,教育培训;培训机构
西东美术,广东省广州市增城区沙园中路11号博文艺术教育城二楼,广东省,广州市,增城区,,教育培训;培训机构
阳光美术,广州市增城区文政路派潭镇中心小学东南侧约70米,广东省,广州市,增城区,"15914329313,15920169845",教育培训;培训机构
广东省华艺美术馆,广东省广州市海珠区新港西路82号轻纺交易园b区2栋8层,广东省,广州市,海珠区,18011958928,旅游景点;其他
美术学院,B25路;大学城专线2路;番201路,广东省,广州市,番禺区,,交通设施;公交车站
新造美术馆,广东省广州市番禺区兴华路1号,广东省,广州市,番禺区,,旅游景点;其他
广东省文联艺术馆,广东省广州市越秀区人民北路871号,广东省,广州市,越秀区,(020)81202201,文化传媒;展览馆
美术公司,广东省广州市天河区林和西路1号广州国际贸易中心29楼,广东省,广州市,天河区,(020)34303888,公司企业
陶瓷美术,广州市番禺区德胜路东沙小区,广东省,广州市,番禺区,,购物
谊园办公美术用品交易中心,黄沙大道谊园文具批发市场2楼3121,广东省,广州市,荔湾区,(020)81173701,购物;商铺
广州美术学院(大学城校区)-生活区,大学城外环西路168号,广东省,广州市,番禺区,,房地产;住宅区
