name,address,province,city,area,telephone,tag
御龙音域乐器,广东省广州市海珠区前进路前桂街44-46号,广东省,广州市,海珠区,(020)34486608,购物;商铺
蓓蕾琴行(东升路店),广东省广州市南沙区东升路248号,广东省,广州市,南沙区,13392643719,购物;商铺
星韵轩琴行(广船广钢店),广东省广州市荔湾区坑口新村一巷47号,广东省,广州市,荔湾区,,购物;商铺
曹氏提琴(广州直营店),番禺大道北346号万利商业园B座403室,广东省,广州市,番禺区,18127810723,购物;商铺
筝心琴行(沙湾大道店),广东省广州市番禺区沙湾大道89号,广东省,广州市,番禺区,13922178483,购物;商铺
十年琴行,广东省广州市番禺区南城路587号,广东省,广州市,番禺区,18826468688,购物;商铺
晟乐琴行(滨海新城店),滨海新城慧富大街9栋商铺109-110号,广东省,广州市,南沙区,13066318618,购物;商铺
乐动琴行,广东省广州市南沙区中环路26号,广东省,广州市,南沙区,13415404962,购物;商铺
广州市九律琴行有限公司,广州市荔湾区杏霖街7号205房,广东省,广州市,荔湾区,,购物;商铺
童声琴行,广州市海珠区金碧四街金碧花园,广东省,广州市,海珠区,13570249105,购物;商铺
哈卡钢琴城,广东省广州市番禺区兴业西路2号,广东省,广州市,番禺区,,购物;商铺
广雅琴行,广东省广州市白云区祥景路98号,广东省,广州市,白云区,13416537675,购物;商铺
钢琴之家,天寿路朝晖商业中心2楼225-227号（近华阳小学、嘉怡园幼儿园、百佳商场）,广东省,广州市,天河区,15602321277,购物;商铺
禾乐钢琴,广州市番禺区市良路720号,广东省,广州市,番禺区,"15710887813,18922390817",教育培训;培训机构
远航提琴,广东省广州市番禺区105国道谢村路段28号,广东省,广州市,番禺区,13660506825,购物;商铺
美音科技,解放中路393号,广东省,广州市,越秀区,(020)83772515,购物;商铺
盖亚音乐中心,茶滘路4号2楼,广东省,广州市,荔湾区,(020)81559670,购物;商铺
卓雅钢琴,广州市花都区天贵北路广州融创文旅城雪域华庭-C1区,广东省,广州市,花都区,,教育培训;培训机构
德鸿钢琴经营中心,广东省广州市增城区增江街道东桥东路52号,广东省,广州市,增城区,13411195376,购物;商铺
乐享钢琴,广东省广州市黄埔区丰乐南路黄埔花园108号,广东省,广州市,黄埔区,,教育培训;培训机构
砺致乐器,广州市增城区荔城街道夏街大道9号之三,广东省,广州市,增城区,13610011101,购物;商铺
乐器零售批发,广州市天河区车陂北街广氮新村西侧,广东省,广州市,天河区,,购物;商铺
音希钢琴,广东省广州市天河区天寿路8号朝晖苑D2铺,广东省,广州市,天河区,18589222178,教育培训;培训机构
